sales_assisted,pro_plus,seat_utilization_decrease,is_provisioned_any_channel_M_before,csat_score,ent_plus,billing_dunning_not_ok,team_plus,agent_utilization_decrease,outreach_call_90dayflag,tickets_per_agent,legacy_flag,perc_change,seat_utilization_change,customer_age_quarters,months_since_high_sev_outage,segment_midmarket,product_counts,crm_industry_current,max_seats_change,churn_flag
1.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.7129629629629629,0.0,10.0,7.0,0.0,1.0,11,0.0,1
1.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7129629629629629,0.0,10.0,7.0,0.0,1.0,11,0.0,1
1.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7129629629629629,0.0,10.0,7.0,0.0,1.0,11,0.0,1
1.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44444444400000005,10.0,8.0,0.0,1.0,11,-8.0,0
1.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44444444400000005,10.0,8.0,0.0,1.0,11,-8.0,0
1.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44444444400000005,10.0,8.0,0.0,1.0,11,-8.0,0
1.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44444444400000005,10.0,8.0,0.0,1.0,11,-8.0,0
1.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,1.0,11,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2646372936164921,0.0,9.0,2.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2646372936164921,0.0,9.0,2.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2646372936164921,0.0,10.0,2.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2646372936164921,0.0,10.0,2.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.27421540546367296,0.0,10.0,3.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.27421540546367296,0.0,10.0,3.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.27421540546367296,0.0,10.0,3.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.27421540546367296,0.0,10.0,3.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.29902037740588394,0.0,10.0,4.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2803698703255989,0.0,10.0,4.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2803698703255989,0.0,10.0,4.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2803698703255989,0.0,10.0,4.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2803698703255989,0.0,10.0,4.0,0.0,1.0,2,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,14.0,1.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,14.0,1.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,14.0,1.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,15.0,1.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,15.0,1.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,15.0,1.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,15.0,1.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.0,15.0,1.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,3.0,8,0.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,3.0,8,1.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,8,1.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,8,1.0,0
1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.166666667,15.0,0.0,0.0,3.0,8,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,10.0,6.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,10.0,6.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,10.0,7.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,10.0,7.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.523591199391316,0.0,10.0,7.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.523591199391316,0.0,10.0,7.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.523591199391316,0.0,10.0,8.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.523591199391316,0.0,10.0,8.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.523591199391316,0.0,10.0,8.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.523591199391316,0.0,10.0,8.0,1.0,1.0,10,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.523591199391316,0.0,10.0,8.0,1.0,1.0,10,0.0,0
1.0,1.0,0.0,18.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,0.0,9.0,6.0,0.0,1.0,8,0.0,0
1.0,1.0,0.0,18.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,0.0,9.0,6.0,0.0,1.0,8,0.0,0
1.0,1.0,0.0,18.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,0.0,10.0,6.0,0.0,1.0,8,0.0,0
1.0,1.0,0.0,18.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,10.0,6.0,0.0,1.0,8,0.0,0
1.0,1.0,0.0,18.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,10.0,7.0,0.0,1.0,8,0.0,0
1.0,1.0,1.0,18.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,-0.11111111100000004,10.0,7.0,0.0,1.0,8,0.0,0
1.0,1.0,1.0,18.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,-0.11111111100000004,10.0,7.0,0.0,1.0,8,0.0,0
1.0,1.0,1.0,18.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,-0.11111111100000004,10.0,7.0,0.0,1.0,8,0.0,0
1.0,1.0,1.0,18.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,-0.11111111100000004,10.0,8.0,0.0,1.0,8,0.0,0
1.0,1.0,0.0,16.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,0.0,10.0,8.0,0.0,1.0,8,0.0,0
1.0,1.0,0.0,16.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,0.0,10.0,8.0,0.0,1.0,8,0.0,0
1.0,1.0,0.0,16.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,0.0,10.0,8.0,0.0,1.0,8,0.0,0
