id,score_date,max_seats,agent_utilization,is_provisioned_any_channel_M_before,max_seats_M_before,agent_utilization_increase,agent_utilization_decrease,seat_utilization,seat_utilization_M_before,seat_utilization_increase,seat_utilization_decrease
JMAN_2481392,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18410798,2023-03-03,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9018227,2023-01-06,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9039356,2023-02-10,58.0,0.267857143,54.0,56.0,0.0,1.0,0.965517241,0.964285714,1.0,0.0
JMAN_2357251,2023-02-10,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_14850175,2023-01-20,12.0,0.0,8.0,12.0,0.0,1.0,0.75,0.666666667,1.0,0.0
JMAN_9321490,2023-03-03,6.0,0.2,5.0,6.0,0.0,1.0,0.833333333,0.833333333,0.0,0.0
JMAN_9005620,2023-02-10,3.0,0.333333333,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_2467880,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9042513,2023-02-24,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_10112853,2023-02-10,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2474033,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_11249333,2023-02-10,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_54374,2023-03-24,9.0,0.111111111,8.0,9.0,0.0,1.0,1.0,0.888888889,1.0,0.0
JMAN_18390619,2023-02-03,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9016394,2023-02-24,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18173797,2023-02-17,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9024511,2023-01-20,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2431263,2023-03-24,8.0,0.428571429,7.0,8.0,0.0,0.0,0.875,0.875,0.0,0.0
JMAN_18410406,2023-02-10,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2304165,2023-01-06,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2304165,2023-03-10,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9277805,2023-03-31,3.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2453288,2023-01-27,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9003431,2023-01-06,22.0,0.045454545,22.0,22.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_14519900,2023-03-24,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_2464819,2023-01-20,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9014349,2023-02-17,27.0,0.461538462,26.0,27.0,0.0,0.0,0.962962963,0.962962963,0.0,0.0
JMAN_2470882,2023-03-17,3.0,0.666666667,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_11604060,2023-03-03,2.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0
JMAN_2461772,2023-01-27,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_10489734,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_15702888,2023-03-17,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2439899,2023-02-10,9.0,0.0,9.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_11272416,2023-03-03,10.0,0.2,10.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18409527,2023-02-17,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_16079210,2023-01-06,3.0,0.0,8.789672861828274,3.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9384676,2023-03-17,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9003316,2023-02-10,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9275311,2023-01-13,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2479438,2023-01-27,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9357539,2023-02-03,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9005782,2023-03-10,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2465119,2023-01-27,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2456281,2023-03-17,10.0,0.125,8.0,10.0,1.0,0.0,0.8,0.8,0.0,0.0
JMAN_9010238,2023-02-24,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2374639,2023-03-10,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18410843,2023-03-17,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_10601574,2023-02-24,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_12382809,2023-01-20,8.0,0.0,7.0,8.0,0.0,1.0,0.75,0.875,0.0,1.0
JMAN_9019742,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18409955,2023-02-24,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9019244,2023-03-24,7.0,0.285714286,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10936108,2023-01-06,28.0,0.043478261,23.0,28.0,0.0,1.0,0.821428571,0.821428571,0.0,0.0
JMAN_11673207,2023-02-10,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_10179474,2023-01-20,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2469242,2023-03-17,6.0,0.166666667,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_12250851,2023-01-13,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9008468,2023-01-06,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9965861,2023-01-13,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9396302,2023-03-24,43.0,0.690476191,39.0,43.0,0.0,1.0,0.976744186,0.906976744,1.0,0.0
JMAN_15044959,2023-01-20,3.0,0.333333333,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_10990609,2023-03-10,2.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0
JMAN_9023120,2023-03-24,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2452081,2023-02-24,9.0,0.222222222,9.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9357539,2023-01-20,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9056184,2023-01-27,6.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2456322,2023-03-31,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10364413,2023-01-06,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9021422,2023-03-03,6.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9021732,2023-03-17,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_14726436,2023-02-17,3.0,0.0,2.0,3.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0
JMAN_2478470,2023-03-10,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9019742,2023-03-03,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2472635,2023-01-27,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9020196,2023-02-03,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9002159,2023-01-06,5.0,0.2,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2469551,2023-02-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2457132,2023-03-03,55.0,0.254545455,55.0,55.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2481177,2023-03-03,40.0,0.210526316,38.0,40.0,0.0,1.0,0.95,0.95,0.0,0.0
JMAN_9023646,2023-03-10,8.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9000902,2023-02-24,4.0,0.0,3.0,4.0,0.0,1.0,0.75,0.75,0.0,0.0
JMAN_9327351,2023-01-13,6.0,0.0,5.0,6.0,0.0,1.0,1.0,0.833333333,1.0,0.0
JMAN_2469134,2023-03-24,15.0,0.0,8.0,15.0,0.0,1.0,0.6,0.533333333,1.0,0.0
JMAN_12250851,2023-02-17,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18391376,2023-03-31,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9181146,2023-02-24,4.0,0.25,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_13993883,2023-01-27,12.0,0.166666667,12.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_15337243,2023-01-06,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_15337243,2023-01-27,4.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10445041,2023-03-17,5.0,0.5,5.0,5.0,0.0,1.0,0.8,1.0,0.0,1.0
JMAN_11442073,2023-01-06,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2465581,2023-03-17,20.0,0.1,20.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2448495,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9042513,2023-02-10,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2474033,2023-03-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9157238,2023-02-17,4.0,0.0,3.0,4.0,0.0,1.0,0.75,0.75,0.0,0.0
JMAN_9021422,2023-02-10,6.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2474276,2023-01-13,5.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9021157,2023-02-10,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2452274,2023-03-17,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2476809,2023-03-17,2.0,0.5,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18139241,2023-03-10,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2482475,2023-01-20,1.0,1.0,18.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_11265556,2023-01-06,11.0,0.0,7.0,11.0,0.0,1.0,0.636363636,0.636363636,0.0,0.0
JMAN_2475429,2023-03-24,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.333333333,1.0,0.0
JMAN_16385554,2023-03-03,10.0,0.0,8.789672861828274,10.0,0.0,0.0,0.1,0.0,1.0,0.0
JMAN_2461511,2023-03-10,7.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10377531,2023-03-31,5.0,0.0,3.0,5.0,0.0,0.0,0.6,0.6,0.0,0.0
JMAN_9810546,2023-03-31,45.0,0.139534884,42.0,45.0,0.0,1.0,0.955555556,0.933333333,1.0,0.0
JMAN_2475069,2023-02-03,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9142835,2023-02-10,10.0,0.3,10.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_10069485,2023-03-17,6.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2451881,2023-01-06,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9017404,2023-03-10,3.0,0.333333333,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2450157,2023-02-24,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9000371,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9039751,2023-01-13,300.0,0.046979866,293.0,300.0,0.0,1.0,0.993333333,0.976666667,1.0,0.0
JMAN_9022776,2023-02-17,2.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_17631267,2023-01-06,3.0,0.0,8.789672861828274,3.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18409527,2023-02-24,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2441495,2023-03-03,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2375196,2023-02-24,4.0,0.0,3.0,4.0,0.0,0.0,0.75,0.75,0.0,0.0
JMAN_9056184,2023-01-13,7.0,0.0,7.0,7.0,0.0,1.0,0.857142857,1.0,0.0,1.0
JMAN_9346429,2023-01-20,19.0,0.5,18.0,19.0,0.0,1.0,0.947368421,0.947368421,0.0,0.0
JMAN_9059722,2023-01-27,33.0,0.393939394,33.0,39.0,0.0,1.0,1.0,0.846153846,1.0,0.0
JMAN_9398554,2023-01-06,17.0,0.117647059,17.0,17.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2472150,2023-02-03,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9000609,2023-01-27,5.0,0.2,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_2467051,2023-02-17,3.0,0.666666667,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2467128,2023-03-24,18.0,0.0,18.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9014366,2023-02-10,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2451145,2023-02-03,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9028146,2023-01-06,13.0,0.076923077,13.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9210682,2023-01-20,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_9019294,2023-03-17,3.0,0.333333333,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_18410412,2023-01-27,2.0,0.0,8.789672861828274,2.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_14519900,2023-03-17,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9003564,2023-03-17,7.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9003424,2023-02-24,7.0,0.714285714,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9006637,2023-02-10,2.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9839217,2023-02-03,4.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9084076,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_13178606,2023-01-13,107.0,0.339622642,106.0,107.0,0.0,1.0,0.990654206,0.990654206,0.0,0.0
JMAN_10361494,2023-02-17,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_11623101,2023-02-10,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_10458906,2023-01-06,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2458057,2023-03-31,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2456322,2023-01-06,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2446468,2023-03-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2474690,2023-03-17,8.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9059722,2023-03-24,33.0,0.09375,32.0,33.0,0.0,1.0,0.96969697,0.96969697,0.0,0.0
JMAN_9022819,2023-01-13,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2462717,2023-02-24,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9005027,2023-03-03,3.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2447241,2023-02-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_12672269,2023-03-31,100.0,0.113207547,52.0,100.0,0.0,1.0,0.53,0.52,1.0,0.0
JMAN_2476152,2023-01-06,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9014366,2023-01-20,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10468922,2023-02-17,28.0,0.736842105,27.0,28.0,1.0,0.0,0.678571429,0.964285714,0.0,1.0
JMAN_9309647,2023-03-31,29.0,0.0,29.0,29.0,0.0,1.0,0.965517241,1.0,0.0,1.0
JMAN_2329335,2023-03-10,7.0,0.428571429,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2452905,2023-02-03,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2458841,2023-03-24,9.0,0.111111111,9.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2446236,2023-02-03,18.0,0.166666667,18.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9028734,2023-01-06,5.0,0.4,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_9142835,2023-02-24,10.0,0.3,10.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9026908,2023-01-20,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.5,1.0,0.0
JMAN_2459119,2023-01-06,7.0,0.142857143,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9004992,2023-02-24,7.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18271448,2023-03-10,4.0,0.0,8.789672861828274,4.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9001350,2023-02-03,31.0,0.363636364,11.0,31.0,0.0,1.0,0.35483871,0.35483871,0.0,0.0
JMAN_13178606,2023-02-17,107.0,0.419047619,107.0,107.0,0.0,1.0,0.981308411,1.0,0.0,1.0
JMAN_19047960,2023-02-24,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_12085153,2023-01-13,5.0,0.333333333,3.0,5.0,0.0,1.0,0.6,0.6,0.0,0.0
JMAN_2468403,2023-03-17,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9014500,2023-03-10,8.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_11015261,2023-03-31,15.0,0.166666667,12.0,15.0,0.0,1.0,0.8,0.8,0.0,0.0
JMAN_18170555,2023-02-17,2.0,0.0,8.789672861828274,2.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18170555,2023-02-03,2.0,0.0,8.789672861828274,2.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18410816,2023-03-17,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2351429,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2314120,2023-03-17,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9020100,2023-01-13,15.0,0.133333333,14.0,15.0,0.0,1.0,1.0,0.933333333,1.0,0.0
JMAN_2458864,2023-02-24,4.0,0.25,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9221334,2023-01-06,15.0,0.133333333,15.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9669396,2023-03-17,15.0,0.230769231,13.0,15.0,1.0,0.0,0.866666667,0.866666667,0.0,0.0
JMAN_2466490,2023-02-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_11309660,2023-01-27,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2451905,2023-03-31,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2335690,2023-03-17,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_9014009,2023-01-27,9.0,0.222222222,9.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2464850,2023-01-06,6.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2456399,2023-02-03,5.0,0.6,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_9585745,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9084076,2023-01-06,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9043399,2023-01-27,6.0,0.666666667,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2477855,2023-03-10,4.0,0.0,3.0,4.0,0.0,1.0,0.75,0.75,0.0,0.0
JMAN_2357251,2023-01-27,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_14456696,2023-02-17,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9008188,2023-02-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9056184,2023-01-20,7.0,0.0,7.0,7.0,0.0,1.0,0.857142857,1.0,0.0,1.0
JMAN_2471256,2023-01-13,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_2474696,2023-01-27,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2374639,2023-01-20,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2473750,2023-03-24,27.0,0.181818182,11.0,27.0,0.0,1.0,0.407407407,0.407407407,0.0,0.0
JMAN_18409541,2023-03-17,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2328487,2023-03-10,5.0,0.0,5.0,5.0,0.0,1.0,0.8,1.0,0.0,1.0
JMAN_18409549,2023-01-27,3.0,0.0,8.789672861828274,3.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9773302,2023-03-17,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2482911,2023-03-17,8.0,0.125,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18390619,2023-01-27,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2451026,2023-02-10,300.0,0.29245283,195.0,300.0,0.0,1.0,0.706666667,0.65,1.0,0.0
JMAN_10348982,2023-03-17,3.0,0.333333333,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2469141,2023-02-03,6.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9014472,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_14674125,2023-03-03,8.0,0.0,8.0,8.0,0.0,1.0,0.875,1.0,0.0,1.0
JMAN_10243552,2023-03-17,8.0,0.25,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9076870,2023-02-17,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9026885,2023-01-27,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2475394,2023-02-03,7.0,0.0,6.0,7.0,0.0,1.0,0.857142857,0.857142857,0.0,0.0
JMAN_18411232,2023-01-06,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2468367,2023-02-03,7.0,0.714285714,7.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_9036174,2023-02-03,7.0,0.714285714,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9071046,2023-03-03,8.0,0.5,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2459852,2023-03-03,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2480466,2023-01-20,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_17631267,2023-03-24,3.0,0.0,8.789672861828274,3.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2481325,2023-02-10,5.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2461260,2023-03-31,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9008932,2023-03-31,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2478212,2023-02-24,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9000773,2023-01-20,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2440364,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2457731,2023-03-24,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18409537,2023-02-24,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2454977,2023-01-27,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2474522,2023-01-13,2.0,1.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0
JMAN_9471063,2023-03-10,3.0,0.5,2.0,3.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0
JMAN_9000512,2023-02-17,12.0,0.166666667,14.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2460735,2023-01-20,4.0,0.25,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2449672,2023-02-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
