id,score_date,max_seats,agent_utilization,is_provisioned_any_channel_M_before,max_seats_M_before,agent_utilization_increase,agent_utilization_decrease,seat_utilization,seat_utilization_M_before,seat_utilization_increase,seat_utilization_decrease
JMAN_2464018,2023-01-13,8.0,0.125,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2463159,2023-03-24,5.0,0.4,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10048042,2023-02-24,18.0,0.2,10.0,18.0,0.0,0.0,0.555555556,0.555555556,0.0,0.0
JMAN_9031054,2023-01-06,6.0,0.333333333,6.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_2465336,2023-03-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9897184,2023-01-13,30.0,0.291666667,24.0,30.0,0.0,1.0,0.8,0.8,0.0,0.0
JMAN_2475499,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2467540,2023-02-17,8.0,0.0,2.0,8.0,0.0,1.0,0.25,0.25,0.0,0.0
JMAN_9022517,2023-03-10,4.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9017404,2023-03-24,3.0,0.666666667,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9018227,2023-03-24,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9585745,2023-02-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2455695,2023-03-17,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9311958,2023-01-20,16.0,0.066666667,16.0,16.0,0.0,1.0,0.9375,1.0,0.0,1.0
JMAN_9420063,2023-01-06,6.0,0.166666667,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18410822,2023-02-10,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2482911,2023-03-24,8.0,0.125,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9005027,2023-02-17,3.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9898535,2023-01-06,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_12791979,2023-01-27,3.0,0.0,2.0,3.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0
JMAN_2479657,2023-01-13,5.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9160150,2023-01-20,3.0,0.0,2.0,3.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0
JMAN_9001964,2023-01-13,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2469551,2023-03-17,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2463600,2023-02-24,5.0,0.0,4.0,5.0,0.0,0.0,0.8,0.8,0.0,0.0
JMAN_9024684,2023-03-31,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2461046,2023-03-24,9.0,0.625,9.0,9.0,0.0,1.0,0.888888889,1.0,0.0,1.0
JMAN_9001024,2023-01-13,5.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9062325,2023-02-10,7.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2481252,2023-03-24,10.0,0.0,9.0,10.0,0.0,1.0,0.8,0.9,0.0,1.0
JMAN_2338685,2023-01-27,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_16138422,2023-02-24,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9319018,2023-01-27,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2468831,2023-02-03,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9021422,2023-01-27,6.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9003121,2023-03-31,42.0,0.375,40.0,42.0,0.0,1.0,0.952380952,0.952380952,0.0,0.0
JMAN_18410378,2023-03-24,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18409554,2023-03-10,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18410822,2023-03-24,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18410793,2023-03-03,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9999715,2023-03-24,15.0,0.076923077,13.0,15.0,0.0,1.0,0.866666667,0.866666667,0.0,0.0
JMAN_2454977,2023-01-20,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_2458306,2023-02-10,14.0,0.142857143,14.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2434832,2023-02-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9029612,2023-03-03,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2449296,2023-01-27,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9038779,2023-03-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2463159,2023-01-20,5.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2463159,2023-02-17,5.0,0.2,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9160150,2023-03-03,3.0,0.0,2.0,3.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0
JMAN_9003334,2023-03-31,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_16380016,2023-01-06,8.0,0.0,8.789672861828274,7.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18410825,2023-03-17,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9075938,2023-01-20,21.0,0.095238095,21.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9038496,2023-03-24,48.0,0.531914894,44.0,48.0,0.0,1.0,0.979166667,0.916666667,1.0,0.0
JMAN_9003431,2023-02-03,22.0,0.045454545,22.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2445988,2023-03-31,9.0,0.25,9.0,9.0,0.0,1.0,0.888888889,1.0,0.0,1.0
JMAN_11309660,2023-01-20,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9601250,2023-03-10,4.0,0.0,3.0,4.0,0.0,1.0,0.75,0.75,0.0,0.0
JMAN_18410824,2023-03-17,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18391376,2023-03-03,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9544449,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9965861,2023-02-17,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9022039,2023-03-31,38.0,0.060606061,32.0,38.0,0.0,1.0,0.868421053,0.842105263,1.0,0.0
JMAN_11075462,2023-03-24,8.0,0.285714286,8.0,8.0,0.0,1.0,0.875,1.0,0.0,1.0
JMAN_11075791,2023-03-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18151984,2023-01-27,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9357280,2023-03-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2475042,2023-03-17,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_15849304,2023-03-24,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2450544,2023-03-24,4.0,0.5,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9011230,2023-03-31,4.0,0.25,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2469030,2023-03-24,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18391348,2023-01-06,2.0,0.0,8.789672861828274,2.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9021826,2023-02-03,9.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9016561,2023-03-10,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2483334,2023-02-17,10.0,0.4,10.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2476152,2023-02-24,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2475429,2023-02-24,3.0,0.0,3.0,3.0,0.0,0.0,0.333333333,1.0,0.0,1.0
JMAN_2475334,2023-03-24,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9026918,2023-03-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2473957,2023-01-20,22.0,0.095238095,22.0,22.0,0.0,1.0,0.954545455,1.0,0.0,1.0
JMAN_2463062,2023-02-10,9.0,0.25,8.0,9.0,0.0,1.0,0.888888889,0.888888889,0.0,0.0
JMAN_9028695,2023-02-03,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9316425,2023-01-20,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9037476,2023-02-24,10.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9016561,2023-01-13,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18409550,2023-03-17,3.0,0.0,8.789672861828274,3.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9601250,2023-01-06,4.0,0.0,3.0,4.0,0.0,0.0,0.75,0.75,0.0,0.0
JMAN_9039751,2023-03-24,300.0,0.040892193,277.0,300.0,0.0,1.0,0.896666667,0.923333333,0.0,1.0
JMAN_16087982,2023-03-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_10445041,2023-02-03,5.0,0.4,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_9931074,2023-02-24,5.0,0.25,4.0,5.0,0.0,1.0,0.8,0.8,0.0,0.0
JMAN_2475820,2023-01-27,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2446015,2023-01-20,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2472287,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9014120,2023-03-10,2.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9014680,2023-02-17,7.0,0.142857143,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2478294,2023-03-03,5.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2472023,2023-01-27,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_2479627,2023-02-17,14.0,0.642857143,14.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_11352880,2023-02-10,12.0,0.545454546,12.0,12.0,1.0,0.0,0.916666667,1.0,0.0,1.0
JMAN_9018166,2023-03-24,8.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10355825,2023-02-10,2.0,1.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0
JMAN_2331172,2023-01-27,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9111310,2023-01-20,9.0,0.111111111,9.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2458404,2023-03-17,19.0,0.0,18.0,19.0,0.0,1.0,1.0,0.947368421,1.0,0.0
JMAN_2458404,2023-02-24,19.0,0.0,18.0,19.0,0.0,1.0,0.947368421,0.947368421,0.0,0.0
JMAN_9325725,2023-01-20,8.0,0.125,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9042096,2023-03-03,9.0,0.666666667,9.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10979316,2023-02-10,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2459119,2023-03-10,13.0,0.416666667,13.0,13.0,0.0,1.0,0.923076923,1.0,0.0,1.0
JMAN_11633303,2023-01-27,16.0,0.0,11.0,16.0,0.0,1.0,0.625,0.6875,0.0,1.0
JMAN_2458020,2023-03-24,24.0,0.0,21.0,24.0,0.0,1.0,0.833333333,0.875,0.0,1.0
JMAN_2451462,2023-03-10,8.0,0.0,7.0,8.0,0.0,0.0,0.875,0.875,0.0,0.0
JMAN_9000568,2023-02-10,17.0,0.1875,16.0,16.0,0.0,1.0,0.941176471,1.0,0.0,1.0
JMAN_18410830,2023-01-27,5.0,0.0,8.789672861828274,5.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18151984,2023-02-17,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_11442073,2023-03-10,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_1862669,2023-02-10,11.0,0.0,10.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2449317,2023-03-31,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2478576,2023-03-31,5.0,0.6,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_11015261,2023-03-17,15.0,0.0,12.0,15.0,0.0,1.0,0.8,0.8,0.0,0.0
JMAN_2440364,2023-02-03,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_14360401,2023-01-20,12.0,0.4,5.0,12.0,0.0,0.0,0.416666667,0.416666667,0.0,0.0
JMAN_9075404,2023-01-06,15.0,0.0,8.0,15.0,0.0,1.0,0.533333333,0.533333333,0.0,0.0
JMAN_9027381,2023-01-06,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2455113,2023-02-10,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10469147,2023-01-20,23.0,0.4,14.0,23.0,0.0,1.0,0.652173913,0.608695652,1.0,0.0
JMAN_12382809,2023-03-17,8.0,0.0,6.0,8.0,0.0,1.0,0.75,0.75,0.0,0.0
JMAN_9026067,2023-01-27,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2475429,2023-02-17,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2468966,2023-02-17,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9016383,2023-03-24,2.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9016383,2023-02-10,2.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2461511,2023-02-17,7.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2481540,2023-02-24,16.0,0.066666667,16.0,16.0,0.0,1.0,0.9375,1.0,0.0,1.0
JMAN_1009797,2023-03-03,18.0,0.0,18.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2405792,2023-02-17,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2479009,2023-03-03,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2436473,2023-01-27,5.0,0.0,4.0,5.0,0.0,1.0,0.8,0.8,0.0,0.0
JMAN_9814943,2023-01-13,10.0,0.0,6.0,10.0,0.0,1.0,1.0,0.6,1.0,0.0
JMAN_11327980,2023-01-06,7.0,0.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2396226,2023-02-10,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9031383,2023-03-03,3.0,0.333333333,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_14726436,2023-01-06,3.0,0.0,1.0,3.0,0.0,0.0,0.666666667,0.333333333,1.0,0.0
JMAN_2466897,2023-02-17,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2447191,2023-03-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18362448,2023-03-10,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9163394,2023-03-17,3.0,0.333333333,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2235384,2023-02-10,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2478470,2023-01-20,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2453359,2023-03-17,5.0,0.4,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2471019,2023-02-17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9029612,2023-01-20,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_12444009,2023-02-03,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9702646,2023-02-03,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2463159,2023-03-03,5.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_16380016,2023-02-03,8.0,0.0,8.789672861828274,8.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9033523,2023-01-27,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9028182,2023-03-17,50.0,0.073170732,41.0,50.0,0.0,1.0,0.82,0.82,0.0,0.0
JMAN_2483026,2023-02-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9948637,2023-01-13,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9334156,2023-03-10,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_10243552,2023-03-10,8.0,0.125,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2456399,2023-03-17,5.0,0.4,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9007515,2023-03-10,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_109835,2023-02-10,28.0,0.185185185,27.0,28.0,0.0,1.0,0.964285714,0.964285714,0.0,0.0
JMAN_14773525,2023-03-10,10.0,0.0,6.0,10.0,0.0,1.0,0.6,0.6,0.0,0.0
JMAN_2461260,2023-02-17,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_9892189,2023-01-06,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2392015,2023-02-03,5.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18410393,2023-03-03,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2462717,2023-01-20,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18139241,2023-03-24,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9035528,2023-01-13,4.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_18409542,2023-03-31,8.0,0.0,8.789672861828274,8.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_2479627,2023-02-03,14.0,0.785714286,14.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9075938,2023-03-10,21.0,0.047619048,21.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2456825,2023-02-17,5.0,0.2,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2461549,2023-02-03,7.0,0.142857143,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9810546,2023-03-03,45.0,0.095238095,42.0,45.0,0.0,1.0,0.933333333,0.933333333,0.0,0.0
JMAN_9006490,2023-03-24,3.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2473570,2023-03-24,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2481177,2023-01-20,40.0,0.256410256,39.0,40.0,0.0,1.0,0.975,0.975,0.0,0.0
JMAN_9669396,2023-01-20,15.0,0.153846154,13.0,15.0,0.0,0.0,0.866666667,0.866666667,0.0,0.0
JMAN_9003431,2023-02-17,22.0,0.045454545,22.0,22.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9006637,2023-02-24,2.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9017780,2023-02-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2331004,2023-01-20,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9017404,2023-01-20,3.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_2390400,2023-01-06,3.0,0.0,2.0,3.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0
JMAN_9387901,2023-03-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_12608707,2023-01-27,5.0,0.0,4.0,5.0,0.0,0.0,0.8,0.8,0.0,0.0
JMAN_9025908,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2478411,2023-03-10,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.5,1.0,0.0
JMAN_9803968,2023-03-31,9.0,0.0,9.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2450463,2023-01-13,6.0,0.333333333,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2477395,2023-03-10,2.0,0.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0
JMAN_2453223,2023-03-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2482561,2023-02-24,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2453223,2023-03-31,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9003648,2023-02-17,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2440364,2023-03-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2272460,2023-03-03,2.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18409944,2023-02-03,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9020100,2023-03-03,15.0,0.066666667,14.0,15.0,0.0,1.0,1.0,0.933333333,1.0,0.0
JMAN_2483334,2023-03-17,11.0,0.181818182,10.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2467128,2023-01-20,18.0,0.0,18.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2471019,2023-03-17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2476152,2023-01-20,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2449296,2023-01-20,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2458607,2023-01-20,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2431263,2023-01-06,8.0,0.285714286,7.0,8.0,0.0,1.0,0.875,0.875,0.0,0.0
JMAN_2475871,2023-03-03,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9002379,2023-03-31,13.0,0.307692308,12.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2469551,2023-01-27,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2445795,2023-03-24,4.0,0.25,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_10979316,2023-03-17,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_10078002,2023-02-10,18.0,0.1875,18.0,18.0,0.0,1.0,0.888888889,1.0,0.0,1.0
JMAN_2479425,2023-01-13,5.0,0.2,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2461772,2023-01-06,2.0,0.5,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9032443,2023-02-03,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2466310,2023-01-20,9.0,0.0,8.0,9.0,0.0,1.0,0.888888889,0.888888889,0.0,0.0
JMAN_2469556,2023-02-10,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_1862669,2023-02-03,11.0,0.090909091,10.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
JMAN_12624548,2023-02-24,5.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_15223638,2023-03-10,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2471256,2023-01-06,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2470525,2023-03-17,5.0,0.25,4.0,5.0,0.0,1.0,0.8,0.8,0.0,0.0
JMAN_2462569,2023-02-10,5.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_9498051,2023-02-10,6.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2311004,2023-03-17,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9034089,2023-03-24,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_9047552,2023-01-27,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2449307,2023-03-24,7.0,0.142857143,7.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0
JMAN_2455113,2023-02-03,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_18409541,2023-03-24,1.0,0.0,8.789672861828274,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_18391348,2023-02-24,2.0,0.0,8.789672861828274,2.0,0.0,0.0,0.0,0.0,0.0,0.0
JMAN_9696461,2023-01-20,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
JMAN_2474522,2023-01-20,2.0,1.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0
JMAN_2478556,2023-03-24,20.0,0.466666667,15.0,20.0,0.0,1.0,0.75,0.75,0.0,0.0
JMAN_2481205,2023-01-13,2.0,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
