id,score_date,current_arr,future_arr,arr_change,fx_impact,seat_change_arr,product_change_arr
JMAN_2482605,2023-02-24,300.0,10591.926642995482,-300.0,0.0,300.0,-1656.0
JMAN_9021732,2023-03-31,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_18127937,2023-01-13,2100.0,420.0,-1680.0,0.0,-1680.0,0.0
JMAN_9052714,2023-01-06,3576.0,3576.0,0.0,0.0,0.0,0.0
JMAN_9000609,2023-02-10,14702.52,11973.72,-3236.04,507.24,-1758.384,0.0
JMAN_2458306,2023-01-06,16332.0,17520.0,1188.0,0.0,1166.571429,0.0
JMAN_12382809,2023-03-31,5232.0,8016.0,2784.0,0.0,0.0,2304.0
JMAN_9471063,2023-01-27,4500.0,3576.0,-924.0,0.0,0.0,3000.0
JMAN_9026637,2023-01-20,60.0,10591.926642995482,-60.0,0.0,0.0,-60.0
JMAN_2441943,2023-01-13,15685.44,16374.0,0.0,688.56,0.0,0.0
JMAN_9008366,2023-03-24,63697.56,42018.24,-23565.72,1886.4,-19522.512,0.0
JMAN_2432487,2023-01-27,823.32,832.92,0.0,9.6,0.0,0.0
JMAN_9017780,2023-01-06,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2481898,2023-02-03,912.0,912.0,0.0,0.0,0.0,0.0
JMAN_2460386,2023-02-17,5568.0,6636.0,1068.0,0.0,0.0,1068.0
JMAN_2478786,2023-03-10,1632.0,1632.0,0.0,0.0,0.0,0.0
JMAN_9206753,2023-01-20,44575.44,45097.08,0.0,521.64,0.0,0.0
JMAN_9089265,2023-02-24,8316.0,8316.0,0.0,0.0,0.0,0.0
JMAN_2435848,2023-03-03,12623.16,13408.8,0.0,785.64,0.0,0.0
JMAN_2448716,2023-01-06,2614.2,4790.88,2018.52,158.16,0.0,2018.52
JMAN_2453205,2023-03-03,242.04,503.04,251.52,9.48,251.52,0.0
JMAN_9056184,2023-03-24,1800.0,300.0,-1500.0,0.0,-1500.0,0.0
JMAN_9021422,2023-03-10,1368.0,1368.0,0.0,0.0,0.0,0.0
JMAN_9017463,2023-01-20,432.0,432.0,0.0,0.0,0.0,0.0
JMAN_2453703,2023-02-10,1800.0,1800.0,0.0,0.0,0.0,0.0
JMAN_2429072,2023-03-24,2976.0,2976.0,0.0,0.0,0.0,0.0
JMAN_2412645,2023-02-10,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_18409549,2023-02-10,504.0,504.0,0.0,0.0,0.0,0.0
JMAN_2453701,2023-03-31,3057.48,5010.84,1879.92,73.44,1880.221714,0.0
JMAN_9028641,2023-01-06,4956.0,4956.0,0.0,0.0,0.0,0.0
JMAN_2473215,2023-02-24,2688.0,1320.0,-1368.0,0.0,216.0,-1824.0
JMAN_2471019,2023-02-24,64.92,66.24,0.0,1.32,0.0,0.0
JMAN_10575478,2023-03-24,42792.0,47796.0,5004.0,0.0,4320.0,0.0
JMAN_9160150,2023-02-17,1224.0,10591.926642995482,-1224.0,0.0,0.0,-1224.0
JMAN_10025258,2023-03-17,60.0,10591.926642995482,-60.0,0.0,0.0,-60.0
JMAN_2476991,2023-03-17,4704.0,5292.0,588.0,0.0,588.0,0.0
JMAN_2454712,2023-01-27,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_9182542,2023-02-17,1740.0,2760.0,1020.0,0.0,0.0,0.0
JMAN_2304165,2023-02-03,216.0,216.0,0.0,0.0,0.0,0.0
JMAN_9897184,2023-02-24,35640.0,35640.0,0.0,0.0,0.0,0.0
JMAN_2446236,2023-03-17,31500.0,64476.0,32976.0,0.0,9576.0,13800.0
JMAN_2472640,2023-02-17,3103.08,3240.36,0.0,137.28,0.0,0.0
JMAN_15336980,2023-03-10,1416.0,10591.926642995482,-1416.0,0.0,0.0,-1416.0
JMAN_9008468,2023-01-13,617.52,624.72,0.0,7.2,0.0,0.0
JMAN_9965861,2023-03-03,5500.8,10591.926642995482,-5500.8,0.0,0.0,-5500.8
JMAN_9387901,2023-01-20,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_11075462,2023-02-10,9504.0,9504.0,0.0,0.0,0.0,0.0
JMAN_9384676,2023-03-31,600.0,600.0,0.0,0.0,0.0,0.0
JMAN_16875693,2023-03-31,696.0,696.0,0.0,0.0,0.0,0.0
JMAN_2429874,2023-03-03,1743.12,1851.6,0.0,108.48,0.0,0.0
JMAN_9031383,2023-01-13,2124.0,2124.0,0.0,0.0,0.0,0.0
JMAN_2477395,2023-02-17,2736.0,2736.0,0.0,0.0,0.0,0.0
JMAN_2456281,2023-01-06,1080.0,1080.0,0.0,0.0,0.0,0.0
JMAN_15806097,2023-03-10,588.0,2376.0,1788.0,0.0,588.0,0.0
JMAN_2474033,2023-03-17,336.0,336.0,0.0,0.0,0.0,0.0
JMAN_2476067,2023-01-27,672.0,768.0,96.0,0.0,0.0,0.0
JMAN_2453223,2023-01-13,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_9275311,2023-02-10,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_9662440,2023-03-17,32373.0,32373.0,0.0,0.0,0.0,0.0
JMAN_2311004,2023-03-03,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9401641,2023-01-27,7500.0,8940.0,1440.0,0.0,0.0,0.0
JMAN_14726436,2023-02-10,2844.0,2844.0,0.0,0.0,0.0,0.0
JMAN_2372168,2023-02-24,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_9005027,2023-03-31,2701.8,2831.64,0.0,129.84,0.0,0.0
JMAN_15081132,2023-02-24,5688.0,5688.0,0.0,0.0,0.0,0.0
JMAN_2473215,2023-01-13,2688.0,1080.0,-1608.0,0.0,216.0,-1824.0
JMAN_2458137,2023-03-24,1936.44,1983.48,0.0,47.04,0.0,0.0
JMAN_9160150,2023-03-24,1224.0,10591.926642995482,-1224.0,0.0,0.0,-1224.0
JMAN_2431263,2023-01-13,3984.0,3984.0,0.0,0.0,0.0,0.0
JMAN_2461549,2023-03-17,5261.4,5402.4,26.4,114.6,-767.88,0.0
JMAN_9272385,2023-03-10,13712.64,20354.16,5958.24,694.96,0.0,0.0
JMAN_2475298,2023-03-17,43722.0,43722.0,0.0,0.0,0.0,0.0
JMAN_9016506,2023-03-10,8369.88,8573.28,0.0,203.4,0.0,0.0
JMAN_9026296,2023-02-24,7143.12,6619.56,-640.56,117.0,-640.5709091,0.0
JMAN_9016831,2023-02-17,4500.0,6468.0,1968.0,0.0,0.0,0.0
JMAN_11055836,2023-02-17,10800.48,13762.08,2665.68,295.92,2665.738462,0.0
JMAN_2471063,2023-03-03,672.0,408.0,-264.0,0.0,-108.0,-456.0
JMAN_18411228,2023-02-17,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_15044959,2023-01-13,1234.8,2058.0,823.2,0.0,823.2,0.0
JMAN_11327980,2023-03-17,6720.0,6720.0,0.0,0.0,0.0,0.0
JMAN_10410810,2023-01-06,22932.0,45360.0,22428.0,0.0,9828.0,0.0
JMAN_2479496,2023-01-20,480.0,480.0,0.0,0.0,0.0,0.0
JMAN_9275311,2023-01-27,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_9014743,2023-02-17,5040.0,6696.0,1656.0,0.0,0.0,0.0
JMAN_2457731,2023-02-03,129.84,132.36,0.0,2.52,0.0,0.0
JMAN_11126390,2023-01-13,6144.0,6144.0,0.0,0.0,0.0,0.0
JMAN_18410404,2023-03-03,1392.0,1392.0,0.0,0.0,0.0,0.0
JMAN_14331200,2023-01-13,1524.96,1591.92,0.0,315.6,0.0,0.0
JMAN_18410388,2023-03-31,672.0,672.0,0.0,0.0,0.0,0.0
JMAN_18127929,2023-01-20,684.0,456.0,-228.0,0.0,-228.0,0.0
JMAN_9004984,2023-03-24,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9999715,2023-01-20,10620.0,10620.0,0.0,0.0,0.0,0.0
JMAN_2458897,2023-01-27,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9659718,2023-03-10,49140.0,49140.0,0.0,0.0,0.0,0.0
JMAN_15274158,2023-01-27,10800.0,10591.926642995482,-10800.0,0.0,0.0,0.0
JMAN_2393214,2023-01-06,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_2451905,2023-03-24,3564.0,3564.0,0.0,0.0,0.0,0.0
JMAN_9031935,2023-01-13,20377.32,28346.76,7724.64,244.8,7724.559714,0.0
JMAN_9003424,2023-01-06,12199.8,12735.36,0.0,535.56,0.0,0.0
JMAN_2476482,2023-01-13,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_2388391,2023-03-17,435.84,1370.16,890.64,43.68,222.6,667.92
JMAN_2317163,2023-03-31,432.0,10591.926642995482,-432.0,0.0,0.0,-528.0
JMAN_2437417,2023-02-17,2472.0,2832.0,360.0,0.0,0.0,0.0
JMAN_9022559,2023-01-06,43646.4,10591.926642995482,-43646.4,0.0,0.0,-43646.4
JMAN_2460501,2023-03-17,31392.0,40032.0,8640.0,0.0,0.0,0.0
JMAN_9039751,2023-02-24,362289.24,369306.84,0.0,7017.6,0.0,0.0
JMAN_9121993,2023-02-03,40362.0,40362.0,0.0,0.0,0.0,0.0
JMAN_9031253,2023-01-13,10740.0,10740.0,0.0,0.0,0.0,0.0
JMAN_2478411,2023-01-13,102.0,102.0,0.0,0.0,0.0,0.0
JMAN_9008932,2023-01-13,566.04,572.64,0.0,6.6,0.0,0.0
JMAN_2453205,2023-03-31,242.04,495.84,251.52,2.28,251.52,0.0
JMAN_9003728,2023-03-31,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_14724130,2023-03-10,9003.96,9003.96,0.0,0.0,0.0,0.0
JMAN_18127937,2023-03-03,420.0,552.0,132.0,0.0,0.0,0.0
JMAN_2436197,2023-03-24,130.68,137.04,0.0,6.36,0.0,0.0
JMAN_9034076,2023-02-03,177.36,185.16,0.0,7.8,0.0,0.0
JMAN_11710046,2023-03-31,2376.0,2376.0,0.0,0.0,0.0,0.0
JMAN_2480177,2023-03-03,408.0,408.0,0.0,0.0,0.0,0.0
JMAN_2482475,2023-01-06,1368.0,1368.0,0.0,0.0,0.0,0.0
JMAN_2473347,2023-02-03,16500.0,19668.0,3168.0,0.0,0.0,0.0
JMAN_2474522,2023-03-31,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_10715453,2023-03-10,708.0,708.0,0.0,0.0,0.0,0.0
JMAN_12791979,2023-01-06,1764.0,588.0,-1176.0,0.0,-1176.0,0.0
JMAN_2469141,2023-03-03,1743.12,1542.96,-296.64,96.48,-296.62,0.0
JMAN_9004478,2023-01-27,4182.0,4182.0,0.0,0.0,0.0,0.0
JMAN_2453452,2023-03-03,1068.0,1068.0,0.0,0.0,0.0,0.0
JMAN_16719774,2023-01-20,2100.0,2100.0,0.0,0.0,0.0,0.0
JMAN_1009797,2023-02-03,12744.0,12744.0,0.0,0.0,0.0,0.0
JMAN_2472663,2023-01-27,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2481177,2023-03-10,62042.4,62042.4,0.0,0.0,0.0,0.0
JMAN_2358714,2023-03-10,1299.36,10591.926642995482,-1332.11,32.75,0.0,-1299.36
JMAN_10069632,2023-02-10,336.0,408.0,72.0,0.0,0.0,0.0
JMAN_10303029,2023-02-03,41400.0,41400.0,0.0,0.0,0.0,0.0
JMAN_11075462,2023-02-24,9504.0,9504.0,0.0,0.0,0.0,0.0
JMAN_9020722,2023-02-10,324.72,330.96,0.0,6.24,0.0,0.0
JMAN_2475275,2023-01-20,643.2,650.76,0.0,7.56,0.0,0.0
JMAN_10190396,2023-01-20,18960.0,10591.926642995482,-18960.0,0.0,0.0,-18960.0
JMAN_2458057,2023-01-20,643.2,650.76,0.0,7.56,0.0,0.0
JMAN_9029729,2023-03-31,3401.4,3484.08,0.0,82.68,0.0,0.0
JMAN_2471987,2023-01-06,900.0,900.0,0.0,0.0,0.0,0.0
JMAN_2431752,2023-03-31,566.52,593.64,0.0,27.12,0.0,0.0
JMAN_2480410,2023-02-24,8352.0,8352.0,0.0,0.0,0.0,0.0
JMAN_18411651,2023-01-20,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_2473058,2023-01-06,1236.0,1236.0,0.0,0.0,0.0,0.0
JMAN_2472287,2023-03-03,130.68,138.84,0.0,8.16,0.0,0.0
JMAN_18391348,2023-03-24,840.0,840.0,0.0,0.0,0.0,0.0
JMAN_18410832,2023-02-03,420.0,420.0,0.0,0.0,0.0,0.0
JMAN_10469147,2023-03-24,28578.6,28578.6,0.0,0.0,0.0,0.0
JMAN_2458306,2023-03-31,16332.0,17520.0,1188.0,0.0,1166.571429,0.0
JMAN_2474115,2023-02-24,3924.0,5004.0,1080.0,0.0,0.0,0.0
JMAN_9028641,2023-01-13,4956.0,4956.0,0.0,0.0,0.0,0.0
JMAN_9420806,2023-03-31,7128.0,7128.0,0.0,0.0,0.0,0.0
JMAN_10048042,2023-01-20,32400.0,9300.0,-23100.0,0.0,-14400.0,0.0
JMAN_2456533,2023-02-24,900.0,1200.0,300.0,0.0,300.0,0.0
JMAN_2457086,2023-02-10,2856.0,3672.0,816.0,0.0,816.0,0.0
JMAN_9004992,2023-02-03,2100.0,10591.926642995482,-2100.0,0.0,0.0,-2100.0
JMAN_9023808,2023-01-27,660.0,720.0,60.0,0.0,60.0,0.0
JMAN_9004606,2023-03-24,3360.0,4416.0,1056.0,0.0,0.0,0.0
JMAN_2460386,2023-03-17,5568.0,6636.0,1068.0,0.0,0.0,1068.0
JMAN_9970803,2023-03-31,588.0,588.0,0.0,0.0,0.0,0.0
JMAN_9544449,2023-02-03,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_9839217,2023-03-17,3072.0,3072.0,0.0,0.0,0.0,0.0
JMAN_9032443,2023-03-03,936.0,1392.0,456.0,0.0,0.0,0.0
JMAN_9182744,2023-03-31,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_14331200,2023-01-06,1524.96,1591.92,0.0,315.6,0.0,0.0
JMAN_2435848,2023-01-27,12621.0,13175.04,0.0,554.04,0.0,0.0
JMAN_2396226,2023-03-31,114.6,143.52,26.52,2.4,0.0,0.0
JMAN_19047960,2023-03-24,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_18151984,2023-02-03,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_10583513,2023-03-17,221520.48,207900.0,-13620.48,0.0,29700.0,-48000.0
JMAN_16161349,2023-02-10,840.0,10591.926642995482,-840.0,0.0,-420.0,-420.0
JMAN_9018253,2023-02-03,3354.24,3502.68,0.0,148.44,0.0,0.0
JMAN_2374639,2023-01-27,912.0,1200.0,288.0,0.0,0.0,0.0
JMAN_2272460,2023-03-31,636.96,652.44,0.0,15.48,0.0,0.0
JMAN_18410378,2023-01-13,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9004072,2023-03-17,133632.0,63000.0,-70632.0,0.0,-52200.0,-18432.0
JMAN_9208635,2023-03-03,4704.0,10591.926642995482,-4704.0,0.0,0.0,-4704.0
JMAN_2453359,2023-01-13,3480.0,3480.0,0.0,0.0,0.0,0.0
JMAN_2440850,2023-01-06,960.0,960.0,0.0,0.0,0.0,0.0
JMAN_9035528,2023-02-24,912.0,912.0,0.0,0.0,0.0,0.0
JMAN_9016394,2023-03-10,1008.0,1260.0,252.0,0.0,0.0,0.0
JMAN_12444009,2023-01-13,3455.4,3495.84,0.0,40.44,0.0,0.0
JMAN_2453581,2023-03-31,696.0,696.0,0.0,0.0,0.0,0.0
JMAN_2456801,2023-02-24,1248.0,1248.0,0.0,0.0,0.0,0.0
JMAN_18410825,2023-01-13,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_2473957,2023-02-03,5428.8,6831.36,1296.6,105.96,0.0,1296.6
JMAN_2452060,2023-02-24,8312.04,8473.08,0.0,161.04,0.0,0.0
JMAN_9003431,2023-02-24,6900.0,6900.0,0.0,0.0,0.0,0.0
JMAN_11678347,2023-03-24,2844.0,2844.0,0.0,0.0,0.0,0.0
JMAN_11096413,2023-03-10,1261.2,1291.92,0.0,30.72,0.0,0.0
JMAN_13302332,2023-01-13,12735.84,49498.2,35998.8,763.56,36394.704,0.0
JMAN_18161158,2023-03-31,9912.0,9912.0,0.0,0.0,0.0,0.0
JMAN_18391376,2023-02-03,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9008468,2023-02-10,623.28,635.52,0.0,12.24,0.0,0.0
JMAN_2461046,2023-03-10,16200.0,17400.0,1200.0,0.0,1500.0,0.0
JMAN_9387901,2023-03-03,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_2471063,2023-01-13,672.0,108.0,-564.0,0.0,-108.0,-456.0
JMAN_9806549,2023-01-20,437.4,442.44,0.0,40.8,0.0,0.0
JMAN_9022776,2023-02-24,1896.24,1932.96,0.0,36.72,0.0,0.0
JMAN_18410834,2023-02-03,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_2451147,2023-01-20,4680.0,4680.0,0.0,0.0,0.0,0.0
JMAN_2478212,2023-03-03,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_2463960,2023-01-06,217.8,227.4,0.0,9.6,0.0,0.0
JMAN_9000240,2023-02-24,441.48,450.12,0.0,8.64,0.0,0.0
JMAN_11015261,2023-01-13,16073.28,16073.28,0.0,0.0,0.0,0.0
JMAN_2446861,2023-03-03,2396.76,2545.92,0.0,447.6,0.0,0.0
JMAN_18005774,2023-01-13,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_9525135,2023-03-03,9072.0,9600.0,528.0,0.0,0.12,360.0
JMAN_9000101,2023-02-03,708.0,828.0,120.0,0.0,0.0,0.0
JMAN_9000101,2023-01-27,708.0,828.0,120.0,0.0,0.0,0.0
JMAN_2473347,2023-03-31,16500.0,19668.0,3168.0,0.0,0.0,0.0
JMAN_9221334,2023-03-17,32940.0,32940.0,0.0,0.0,0.0,0.0
JMAN_2414128,2023-02-03,12672.0,16512.0,3840.0,0.0,0.0,0.0
JMAN_9277805,2023-03-10,3888.0,10591.926642995482,-3888.0,0.0,0.0,-4266.0
JMAN_10355825,2023-03-10,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_9467941,2023-01-27,19849.08,19849.08,0.0,0.0,0.0,0.0
JMAN_9004606,2023-02-17,3360.0,4416.0,1056.0,0.0,0.0,0.0
JMAN_19047960,2023-02-10,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_10190396,2023-03-24,18960.0,10591.926642995482,-18960.0,0.0,0.0,-18960.0
JMAN_10190396,2023-02-03,18960.0,10591.926642995482,-18960.0,0.0,0.0,-18960.0
JMAN_2472373,2023-01-13,4248.0,4956.0,708.0,0.0,708.0,0.0
JMAN_9014071,2023-01-27,300.0,300.0,0.0,0.0,0.0,-228.0
JMAN_2461260,2023-01-06,240.0,240.0,0.0,0.0,0.0,0.0
JMAN_11879688,2023-02-03,766.32,781.08,0.0,14.76,0.0,0.0
JMAN_54374,2023-01-13,11764.08,12280.44,0.0,13633.56,0.0,0.0
JMAN_127332,2023-03-17,43142.4,78098.04,32883.35,15186.37,33329.10545,0.0
JMAN_2441174,2023-03-17,120.0,120.0,0.0,0.0,0.0,0.0
JMAN_18410843,2023-02-03,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9037279,2023-02-10,89100.0,89100.0,0.0,0.0,0.0,0.0
JMAN_9037279,2023-01-13,89100.0,89100.0,0.0,0.0,0.0,0.0
JMAN_9398554,2023-03-24,11758.56,12044.4,0.0,285.84,0.0,0.0
JMAN_18005774,2023-01-27,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_18278560,2023-02-03,1044.0,1044.0,0.0,0.0,0.0,0.0
JMAN_2469030,2023-01-20,871.44,909.72,0.0,38.28,0.0,0.0
JMAN_2458897,2023-03-31,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_11710046,2023-02-17,2376.0,2376.0,0.0,0.0,0.0,0.0
JMAN_9023355,2023-03-10,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_2454977,2023-02-10,2026.08,10591.926642995482,-2030.28,4.2,0.0,-2030.28
JMAN_9019742,2023-03-31,11243.16,7885.8,-3881.4,524.04,-6003.84,0.0
JMAN_10377531,2023-03-10,2040.0,10591.926642995482,-2040.0,0.0,0.0,-2040.0
JMAN_2402799,2023-03-10,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_9003431,2023-03-10,6900.0,6900.0,0.0,0.0,0.0,0.0
JMAN_2469551,2023-03-31,408.0,408.0,0.0,0.0,0.0,0.0
JMAN_9014009,2023-01-20,8424.0,10296.0,1872.0,0.0,1872.0,0.0
JMAN_9129318,2023-02-10,144162.36,109223.28,-36307.56,1368.48,-36307.5827,0.0
JMAN_10303029,2023-01-06,41400.0,41400.0,0.0,0.0,0.0,0.0
JMAN_9005538,2023-02-17,27480.0,27480.0,0.0,0.0,0.0,0.0
JMAN_9970803,2023-01-20,588.0,588.0,0.0,0.0,0.0,0.0
JMAN_9008468,2023-03-31,611.4,626.28,0.0,14.88,0.0,0.0
JMAN_2448185,2023-02-03,1548.0,1944.0,396.0,0.0,0.0,0.0
JMAN_14773525,2023-03-03,10680.0,10680.0,0.0,0.0,0.0,0.0
JMAN_10177857,2023-01-20,31273.56,31639.56,0.0,366.0,0.0,0.0
JMAN_11442073,2023-02-03,2844.0,2844.0,0.0,0.0,0.0,0.0
JMAN_2392015,2023-02-24,1140.0,1140.0,0.0,0.0,0.0,0.0
JMAN_2392015,2023-03-10,1140.0,1140.0,0.0,0.0,0.0,0.0
JMAN_14724130,2023-02-10,9003.96,9003.96,0.0,0.0,0.0,0.0
JMAN_9008192,2023-02-03,3989.64,10415.4,5984.4,441.36,5984.46,0.0
JMAN_9028070,2023-03-17,300.0,300.0,0.0,0.0,0.0,0.0
JMAN_18410843,2023-03-31,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_18410389,2023-03-24,228.0,276.0,48.0,0.0,0.0,0.0
JMAN_2479749,2023-01-13,240.0,240.0,0.0,0.0,0.0,0.0
JMAN_2451026,2023-01-13,457493.4,477574.68,0.0,40800.96,0.0,0.0
JMAN_2472601,2023-02-03,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_9034141,2023-02-10,1200.0,1320.0,120.0,0.0,0.0,0.0
JMAN_10468922,2023-03-03,33264.0,33264.0,0.0,0.0,0.0,0.0
JMAN_2454663,2023-02-17,194.76,198.6,0.0,3.84,0.0,0.0
JMAN_9824831,2023-01-06,24199.56,24199.56,0.0,0.0,0.0,0.0
JMAN_9221334,2023-02-17,32940.0,32940.0,0.0,0.0,0.0,0.0
JMAN_10025258,2023-02-10,60.0,10591.926642995482,-60.0,0.0,0.0,-60.0
JMAN_16380016,2023-02-10,1344.0,1344.0,0.0,0.0,0.0,0.0
JMAN_18410825,2023-01-20,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_9038496,2023-02-17,61281.36,62912.64,429.87,1201.41,0.0,0.0
JMAN_2456825,2023-01-13,5340.0,5340.0,0.0,0.0,0.0,0.0
JMAN_9218106,2023-02-17,4248.0,10591.926642995482,-4248.0,0.0,0.0,-4248.0
JMAN_2451330,2023-01-06,1224.0,1224.0,0.0,0.0,0.0,0.0
JMAN_9042096,2023-03-31,10692.0,13068.0,2376.0,0.0,2376.0,0.0
JMAN_2459119,2023-01-20,14388.0,18312.0,3924.0,0.0,3924.0,0.0
JMAN_9181146,2023-02-03,912.0,912.0,0.0,0.0,0.0,-912.0
JMAN_2388391,2023-01-20,435.72,1364.4,890.64,38.04,222.6,667.92
JMAN_2433431,2023-03-24,240.0,240.0,0.0,0.0,0.0,0.0
JMAN_18410834,2023-03-03,228.0,228.0,0.0,0.0,0.0,0.0
JMAN_2357251,2023-01-13,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_9043399,2023-02-24,3558.6,3627.48,0.0,68.88,0.0,0.0
JMAN_9611076,2023-03-24,33264.0,36828.0,3564.0,0.0,3564.0,0.0
JMAN_2467751,2023-03-31,17198.28,17616.36,0.0,418.08,0.0,0.0
JMAN_9005782,2023-02-17,180.0,180.0,0.0,0.0,0.0,0.0
JMAN_18411652,2023-02-10,348.0,348.0,0.0,0.0,0.0,0.0
JMAN_9003371,2023-03-24,2400.0,2400.0,0.0,0.0,0.0,0.0
JMAN_9096433,2023-01-06,12853.32,13417.56,0.0,564.24,0.0,0.0
JMAN_11126390,2023-03-03,6144.0,7008.0,864.0,0.0,0.0,0.0
JMAN_18411651,2023-03-03,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_2446015,2023-03-03,420.36,436.92,0.0,16.56,0.0,0.0
JMAN_18362448,2023-03-17,168.0,168.0,0.0,0.0,0.0,0.0
JMAN_2255243,2023-03-17,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_2436197,2023-03-31,130.68,10591.926642995482,-137.04,6.36,0.0,-137.04
JMAN_2462242,2023-01-06,1596.0,1368.0,-228.0,0.0,-228.0,0.0
JMAN_18410369,2023-03-31,228.0,276.0,48.0,0.0,0.0,0.0
JMAN_9014680,2023-01-13,1710.96,1731.0,0.0,20.04,0.0,0.0
JMAN_2479794,2023-03-24,39936.0,39936.0,0.0,0.0,0.0,0.0
JMAN_2469141,2023-02-24,1773.12,1542.96,-296.64,66.48,-296.62,0.0
JMAN_9023149,2023-02-17,936.0,1116.0,180.0,0.0,0.0,0.0
JMAN_10377531,2023-02-03,2040.0,2040.0,0.0,0.0,0.0,0.0
JMAN_9002599,2023-01-06,64.32,65.04,0.0,0.72,0.0,0.0
JMAN_2473789,2023-03-31,17520.0,17520.0,0.0,0.0,0.0,0.0
JMAN_2446236,2023-03-24,31500.0,64476.0,32976.0,0.0,9576.0,13800.0
JMAN_2451881,2023-03-03,815.28,847.32,0.0,32.04,0.0,0.0
JMAN_18271448,2023-03-24,1680.0,1260.0,-420.0,0.0,-420.0,0.0
JMAN_14071267,2023-01-06,3412.8,4266.0,853.2,0.0,853.2,0.0
JMAN_16158754,2023-03-03,1044.0,1044.0,0.0,0.0,0.0,0.0
JMAN_9387901,2023-02-24,456.0,456.0,0.0,0.0,0.0,0.0
JMAN_11075791,2023-03-03,708.0,708.0,0.0,0.0,0.0,0.0
JMAN_9001380,2023-02-03,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9025908,2023-02-17,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_12567490,2023-03-10,2999.04,3960.0,960.96,0.0,0.0,0.0
JMAN_2475042,2023-02-24,1632.0,3456.0,1824.0,0.0,984.0,0.0
JMAN_2456605,2023-01-13,912.0,912.0,0.0,0.0,0.0,0.0
JMAN_2468403,2023-01-06,60.0,60.0,0.0,0.0,0.0,0.0
JMAN_9018253,2023-03-17,3297.48,3455.76,0.0,158.28,0.0,0.0
JMAN_2462569,2023-02-24,1623.48,1654.92,0.0,31.44,0.0,0.0
JMAN_9340799,2023-03-24,2016.0,10591.926642995482,-2016.0,0.0,0.0,-2016.0
JMAN_18391757,2023-01-13,420.0,420.0,0.0,0.0,0.0,0.0
JMAN_18070801,2023-03-31,348.0,420.0,72.0,0.0,0.0,72.0
JMAN_9011230,2023-01-27,1800.0,2100.0,300.0,0.0,300.0,0.0
JMAN_9011230,2023-02-17,1800.0,2220.0,420.0,0.0,300.0,0.0
JMAN_9007138,2023-03-03,191.04,198.6,0.0,7.56,0.0,0.0
JMAN_18391348,2023-03-31,840.0,1104.0,264.0,0.0,0.0,0.0
JMAN_2475116,2023-01-27,852.0,828.0,-24.0,0.0,0.0,-144.0
JMAN_2482735,2023-02-24,936.0,1788.0,852.0,0.0,0.0,564.0
JMAN_2453581,2023-01-13,696.0,696.0,0.0,0.0,0.0,0.0
JMAN_2453592,2023-03-24,3504.0,3504.0,0.0,0.0,0.0,0.0
JMAN_11018677,2023-02-17,3564.0,4140.0,576.0,0.0,0.0,0.0
